measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,44559,Africa,2,Female,15,50-54 years,441,Colon and rectum cancer,1,Number,2011,1422.43333,1624.340328,1233.504199
1,Deaths,44559,Africa,1,Male,15,50-54 years,441,Colon and rectum cancer,3,Rate,2011,10.26744065,11.56577759,9.055154312
1,Deaths,44559,Africa,2,Female,15,50-54 years,441,Colon and rectum cancer,3,Rate,2011,8.909618564,10.17429249,7.726233404
1,Deaths,44559,Africa,1,Male,16,55-59 years,441,Colon and rectum cancer,1,Number,2011,2058.625054,2293.902909,1822.940457
1,Deaths,44559,Africa,2,Female,16,55-59 years,441,Colon and rectum cancer,1,Number,2011,1648.58555,1881.819173,1441.694814
1,Deaths,44559,Africa,1,Male,16,55-59 years,441,Colon and rectum cancer,3,Rate,2011,16.83889193,18.76338923,14.9110676
1,Deaths,44559,Africa,2,Female,16,55-59 years,441,Colon and rectum cancer,3,Rate,2011,13.35378184,15.24300797,11.6779369
1,Deaths,44559,Africa,1,Male,17,60-64 years,441,Colon and rectum cancer,1,Number,2011,2490.812987,2746.792485,2191.676189
1,Deaths,44559,Africa,2,Female,17,60-64 years,441,Colon and rectum cancer,1,Number,2011,1825.687085,2061.599043,1614.466961
1,Deaths,44559,Africa,1,Male,17,60-64 years,441,Colon and rectum cancer,3,Rate,2011,27.66374641,30.50673461,24.34143978
1,Deaths,44559,Africa,2,Female,17,60-64 years,441,Colon and rectum cancer,3,Rate,2011,20.2890073,22.91071586,17.94170109
1,Deaths,44559,Africa,1,Male,18,65-69 years,441,Colon and rectum cancer,1,Number,2011,2622.337357,2895.09995,2336.249119
1,Deaths,44559,Africa,2,Female,18,65-69 years,441,Colon and rectum cancer,1,Number,2011,1914.67866,2118.223548,1719.964475
1,Deaths,44559,Africa,1,Male,18,65-69 years,441,Colon and rectum cancer,3,Rate,2011,40.06406742,44.23133404,35.69321161
1,Deaths,44559,Africa,2,Female,18,65-69 years,441,Colon and rectum cancer,3,Rate,2011,28.48716853,31.51557098,25.59015196
1,Deaths,44559,Africa,1,Male,19,70-74 years,441,Colon and rectum cancer,1,Number,2011,2593.43558,2867.266721,2338.992963
1,Deaths,44559,Africa,2,Female,19,70-74 years,441,Colon and rectum cancer,1,Number,2011,2062.416907,2296.566828,1854.844133
1,Deaths,44559,Africa,1,Male,19,70-74 years,441,Colon and rectum cancer,3,Rate,2011,56.64394449,62.62476625,51.08659284
1,Deaths,44559,Africa,2,Female,19,70-74 years,441,Colon and rectum cancer,3,Rate,2011,41.77015573,46.51239705,37.56618171
1,Deaths,44559,Africa,1,Male,20,75-79 years,441,Colon and rectum cancer,1,Number,2011,2171.613641,2369.48796,1964.853512
1,Deaths,44559,Africa,2,Female,20,75-79 years,441,Colon and rectum cancer,1,Number,2011,1847.349037,2038.03679,1665.188872
